Date	Payee	Amount	Category	Memo	Status	Number
2023-11-26	CARREFOUR	-16,69	Alimentation:Supermarché		R	
2023-11-26	CARREFOUR	-14,93	Alimentation:Supermarché		R	
2023-11-26	FRANPRIX	-5,1	Alimentation:Supermarché		R	
2023-11-26	ATM	-300	Retrait despèces		R	
2023-11-27	CARREFOUR	-13,79	Alimentation:Supermarché		R	
2023-11-27	LYDIA	-4,5	Frais bancaires		R	
2023-11-27	TABAC PRESSE	-21,42	Junk:Tabac		R	
2023-11-27	DISNEY PLUS	-8,99	Loisirs:Service Numérique		R	
2023-11-27	ATM	-20	Retrait despèces		R	
2023-11-27	APGIS	-6,6	Santé:Participation mutuelle		R	
2023-11-28	CARREFOUR	-18,69	Alimentation:Supermarché		R	
2023-11-28	MAIRIE DE PARIS	-4,25	Automobile:Stationnement		R	
2023-11-28	LYDIA	-1	Frais bancaires		R	
2023-11-28	ATM	-150	Retrait despèces		R	
2023-11-29	CARREFOUR	-19,84	Alimentation:Supermarché		R	
2023-11-29	CARREFOUR	-17,13	Alimentation:Supermarché		R	
2023-11-29	LYDIA	-2,25	Frais bancaires		R	
2023-11-29	TABAC PRESSE	-18,7	Junk:Tabac		R	
2023-11-29	ATM	-150	Retrait despèces		R	
2023-11-30	CARREFOUR	-15,22	Alimentation:Supermarché		R	
2023-11-30	CARREFOUR	-13,78	Alimentation:Supermarché		R	
2023-11-30	LYDIA	-9,9	Frais bancaires		R	
2023-11-30	LYDIA	-2,25	Frais bancaires		R	
2023-11-30	AMAZON	-20,8	Logement:Equipement		R	
2023-11-30	ATM	-100	Retrait despèces		R	
2023-11-30	ATM	-90	Retrait despèces		R	
2023-12-01	CARREFOUR	-13,74	Alimentation:Supermarché		R	
2023-12-01	CARREFOUR	-19,82	Alimentation:Supermarché		R	
2023-12-01	LYDIA	-2,85	Frais bancaires		R	
2023-12-01	AMAZON DIGIT	-4,99	Loisirs:Service Numérique		R	
2023-12-01	AMAZON DIGIT	-4,99	Loisirs:Service Numérique		R	
2023-12-02	CARREFOUR	-16,02	Alimentation:Supermarché		R	
2023-12-02	TABAC PRESSE	-11,5	Junk:Tabac		R	
2023-12-02	AMAZON DIGIT	-13,99	Loisirs:Service Numérique		R	
2023-12-02	AMAZON DIGIT	-4,99	Loisirs:Service Numérique		R	
2023-12-02	AMAZON DIGIT	-4,99	Loisirs:Service Numérique		R	
2023-12-03	CARREFOUR	-11,65	Alimentation:Supermarché		R	
2023-12-03	ARCYCOM	-150	Automobile:Carburant		R	
2023-12-03	ARCYCOM	130,25	Pending:Pending Carburant		R	
2023-12-04	CARREFOUR	-15,16	Alimentation:Supermarché		R	
2023-12-04	TABAC PRESSE	-18,5	Junk:Tabac		R	
2023-12-04	CIC	-150	Retrait despèces		R	
2023-12-05	STE PHARDEX	500	Revenus du travail:Salaire brut:Salaire net		R	
2023-12-06	CARREFOUR	-15,78	Alimentation:Supermarché		R	
2023-12-06	TABAC PRESSE	-11,5	Junk:Tabac		R	
2023-12-06	FREE HAUTDEBIT	-54,49	Logement:Frais généraux:Internet-TV-Téléphone		R	
2023-12-06	MEDIUM	-4,64	Loisirs:Service Numérique		R	
2023-12-06	ATM	-200	Retrait despèces		R	
2023-12-06	PHARMACIE TRAPEZE	-25	Santé:Paharmacie		R	
2023-12-07	CARREFOUR	-12,6	Alimentation:Supermarché		R	
2023-12-07	CARREFOUR	-11,34	Alimentation:Supermarché		R	
2023-12-07	CARREFOUR	-21,56	Alimentation:Supermarché		R	
2023-12-07	TABAC PRESSE	-15,56	Junk:Tabac		R	
2023-12-07	TABAC PRESSE	-18,7	Junk:Tabac		R	
2023-12-07	HEROKU	-15,8	Loisirs:Service Numérique		R	
2023-12-07	MEDIUM	-0,01	Loisirs:Service Numérique		R	
2023-12-08	CARREFOUR	-15,45	Alimentation:Supermarché		R	
2023-12-08	CARREFOUR	-12,95	Alimentation:Supermarché		R	
2023-12-09	CARREFOUR	-16,24	Alimentation:Supermarché		R	
2023-12-10	CARREFOUR	-61,4	Alimentation:Supermarché		R	
2023-12-12	CARREFOUR	-10,91	Alimentation:Supermarché		R	
2023-12-13	CARREFOUR	-10,55	Alimentation:Supermarché		R	
2023-12-13	CARREFOUR	-17,41	Alimentation:Supermarché		R	
2023-12-13	JETBRAINS	-7,08	Loisirs:Service Numérique		R	
2023-12-14	TABAC PRESSE	-11,5	Junk:Tabac		R	
2023-12-16	CARREFOUR	-19	Alimentation:Supermarché		R	
2023-12-16	MME MERCIER CELINE	30	Dettes personnelles		R	
2023-12-17	CARREFOUR	-3,73	Alimentation:Supermarché		R	
2023-12-17	TABAC PRESSE	-11,5	Junk:Tabac		R	
2023-12-18	CARREFOUR	-5,5	Alimentation:Supermarché		R	
2023-12-18	CARREFOUR	-15,93	Alimentation:Supermarché		R	
2023-12-18	CARREFOUR	-18,48	Alimentation:Supermarché		R	
2023-12-18	TABAC PRESSE	-29,2	Junk:Tabac		R	
2023-12-18	PHARDEX	514,5	Revenus du travail:Remboursements de frais		R	
2023-12-19	CARREFOUR	-19,88	Alimentation:Supermarché		R	
2023-12-19	CARREFOUR	-4,45	Alimentation:Supermarché		R	
2023-12-20	BOULANGERIE THIE	-60	Alimentation:Boulangerie		R	
2023-12-20	AUCHAN	-52,75	Alimentation:Supermarché		R	
2023-12-20	CARREFOUR	-24,06	Alimentation:Supermarché		R	
2023-12-20	TABAC PRESSE	-16,56	Junk:Tabac		R	
2023-12-20	LA POSTE	-40	Logement:Frais généraux:Services postaux		R	
2023-12-21	CARREFOUR	-12,96	Alimentation:Supermarché		R	
2023-12-21	CARREFOUR	-17,34	Alimentation:Supermarché		R	
2023-12-21	STE PHARDEX	2115,04	Revenus du travail:Salaire brut:Salaire net		R	
2023-12-22	CARREFOUR	-41,48	Alimentation:Supermarché		R	
2023-12-22	CARREFOUR	-10,35	Alimentation:Supermarché		R	
2023-12-22	CARREFOUR	-18,9	Alimentation:Supermarché		R	
2023-12-22	AMAZON	-74,7	Logement:Equipement		R	
2023-12-22	AMAZON	-99,6	Logement:Equipement		R	
2023-12-22	AMAZON	-72,52	Logement:Equipement		R	
2023-12-22	APPLE	-2,99	Loisirs:Service Numérique		R	
2023-12-23	BOULANGERIE THIE	-5,8	Alimentation:Boulangerie		R	
2023-12-23	AUCHAN	-134,66	Alimentation:Supermarché		R	
2023-12-23	CARREFOUR	-19,76	Alimentation:Supermarché		R	
2023-12-23	PLASTIQUES	-31	Cadeaux		R	
2023-12-23	TABAC PRESSE	-34	Junk:Tabac		R	
2023-12-23	AMAZON DIGIT	-4,99	Loisirs:Service Numérique		R	
2023-12-23	LA SOCIETE GENERALE	-30	Retrait despèces		R	
2023-12-24	BOULANGERIE THIE	-16,95	Alimentation:Boulangerie		R	
2023-12-24	CARREFOUR	-29,25	Alimentation:Supermarché		R	
2023-12-25	CARREFOUR	-12,41	Alimentation:Supermarché		R	
2023-12-25	TABAC LAM	-23	Junk:Tabac		R	
2023-12-25	FREE MOBILE	-35,98	Logement:Frais généraux:Téléphone mobile		R	
2023-12-25	AMAZON DIGIT	-3,99	Loisirs:Service Numérique		R	
2023-12-26	BOULANGERIE THIE	-4,3	Alimentation:Boulangerie		R	
2023-12-26	CARREFOUR	-9	Alimentation:Supermarché		R	
2023-12-26	CARREFOUR	-18,3	Alimentation:Supermarché		R	
2023-12-26	AMAZON DIGIT	-4,99	Loisirs:Service Numérique		R	
2023-12-26	AMAZON DIGIT	-4,99	Loisirs:Service Numérique		R	
2023-12-26	AMAZON DIGIT	-4,99	Loisirs:Service Numérique		R	
2023-12-26	SA SUED	-38,97	Loisirs:Service Numérique		R	
2023-12-27	CARREFOUR	-26,38	Alimentation:Supermarché		R	
2023-12-27	DISNEY PLUS	-11,99	Loisirs:Service Numérique		R	
2023-12-27	ATM	-300	Retrait despèces		R	
2023-12-27	LA SOCIETE GENERALE	-70	Retrait despèces		R	
2023-12-27	PHARMACIE TRAPEZE	-2,57	Santé:Paharmacie		R	
2023-12-27	APGIS	-6,6	Santé:Participation mutuelle		R	
2023-12-28	CARREFOUR	-22,91	Alimentation:Supermarché		R	
2023-12-28	CARREFOUR	-6,95	Alimentation:Supermarché		R	
2023-12-28	AMAZON	-14,68	Logement:Equipement		R	
2023-12-28	BRICORAMA	-4,95	Logement:Equipement		R	
2023-12-29	CARREFOUR	-11,37	Alimentation:Supermarché		R	
2023-12-29	CARREFOUR	-5,83	Alimentation:Supermarché		R	
2023-12-29	TABAC PRESSE	-11,5	Junk:Tabac		R	
2023-12-29	CIC	-30	Retrait despèces		R	
2023-12-29	PHARMACIE TRAPEZE	-6,9	Santé:Paharmacie		R	
2023-12-29	UBER	-9,67	Transport:VTC-Taxi		R	
2023-12-30	BOULANGERIE THIE	-5,8	Alimentation:Boulangerie		R	
2023-12-30	CARREFOUR	-12,79	Alimentation:Supermarché		R	
2023-12-30	MONOPRIX	-5,79	Alimentation:Supermarché		R	
2023-12-30	VINCI	-5	Automobile:Stationnement		R	
2023-12-30	TABAC PRESSE	-24,7	Junk:Tabac		R	
2023-12-30	UBER	-1,05	Transport:VTC-Taxi		R	
2023-12-31	CARREFOUR	-58,84	Alimentation:Supermarché		R	
2023-12-31	PICARD	-35,28	Alimentation:Supermarché		R	
2023-12-31	LYDIA	-9,9	Frais bancaires		R	
2023-12-31	ATM	-70	Retrait despèces		R	
2024-01-01	CARREFOUR	-11,97	Alimentation:Supermarché		R	
2024-01-01	LYDIA	-1,05	Frais bancaires		R	
2024-01-01	UBER	-19,07	Transport:VTC-Taxi		R	
2024-01-02	CARREFOUR	-22,46	Alimentation:Supermarché		R	
2024-01-02	CARREFOUR	-23,49	Alimentation:Supermarché		R	
2024-01-02	ATM	-150	Retrait despèces		R	
2024-01-02	UBER	-0,35	Transport:VTC-Taxi		R	
2024-01-03	AUCHAN	-58,85	Alimentation:Supermarché		R	
2024-01-03	AUCHAN	-59,99	Alimentation:Supermarché		R	
2024-01-03	CARREFOUR	-6,34	Alimentation:Supermarché		R	
2024-01-03	PHARMACIE TRAPEZE	-14,8	Santé:Paharmacie		R	
2024-01-04	CARREFOUR	-12,6	Alimentation:Supermarché		R	
2024-01-04	CARREFOUR	-14,39	Alimentation:Supermarché		R	
2024-01-05	CARREFOUR	-24,17	Alimentation:Supermarché		R	
2024-01-06	FRANPRIX	-25,29	Alimentation:Supermarché		R	
2024-01-06	MEDIUM	-4,6	Loisirs:Service Numérique		R	
2024-01-06	ROKICINSKIMARIU	-37	Non attribué		R	
2024-01-06	SOA	-0,6	Non attribué		R	
2024-01-06	PHARMACIE ARCY	-10,08	Santé:Paharmacie		R	
2024-01-06	PHARMACIE TRAPEZE	-2,57	Santé:Paharmacie		R	
2024-01-07	FRANPRIX	-26,85	Alimentation:Supermarché		R	
2024-01-07	FREE HAUTDEBIT	-69,46	Logement:Frais généraux:Internet-TV-Téléphone		R	
2024-01-08	CARREFOUR	-14,64	Alimentation:Supermarché		R	
2024-01-08	CARREFOUR	-19,05	Alimentation:Supermarché		R	
2024-01-08	HEROKU	-11,89	Loisirs:Service Numérique		R	
2024-01-09	CARREFOUR	-18,14	Alimentation:Supermarché		R	
2024-01-09	TABAC PRESSE	-16,9	Junk:Tabac		R	
2024-01-10	MAIRIE DE PARIS	-4,75	Automobile:Stationnement		R	
2024-01-10	ELV	-20,7	Non attribué		R	
2024-01-11	CARREFOUR	-6,95	Alimentation:Supermarché		R	
2024-01-12	CARREFOUR	-13,73	Alimentation:Supermarché		R	
2024-01-12	CARREFOUR	-15,83	Alimentation:Supermarché		R	
2024-01-12	MR OU MME BONNEFOY	100	Dettes personnelles		R	
2024-01-12	TABAC PRESSE	-12,5	Junk:Tabac		R	
2024-01-13	CARREFOUR	-23,43	Alimentation:Supermarché		R	
2024-01-13	JETBRAINS	-7,08	Loisirs:Service Numérique		R	
2024-01-14	CARREFOUR	-11,85	Alimentation:Supermarché		R	
2024-01-14	CARREFOUR	-8,12	Alimentation:Supermarché		R	
2024-01-14	TABAC PRESSE	-12,5	Junk:Tabac		R	
2024-01-16	CARREFOUR	-8,11	Alimentation:Supermarché		R	
2024-01-16	COCORICO	-6	Soins:Habillement		R	
2024-01-17	CARREFOUR	-3,3	Alimentation:Supermarché		R	
2024-01-17	CARREFOUR	-8,54	Alimentation:Supermarché		R	
2024-01-17	TABAC PRESSE	-12,5	Junk:Tabac		R	
2024-01-18	FRANPRIX	-16,2	Alimentation:Supermarché		R	
2024-01-18	FRANPRIX	-17,19	Alimentation:Supermarché		R	
2024-01-18	MR OU MME BONNEFOY	30	Dettes personnelles		R	
2024-01-18	PHARDEX	204,75	Revenus du travail:Remboursements de frais		R	
2024-01-19	CARREFOUR	-12,24	Alimentation:Supermarché		R	
2024-01-19	CARREFOUR	-9,46	Alimentation:Supermarché		R	
2024-01-19	TABAC PRESSE	-12,5	Junk:Tabac		R	
2024-01-19	AMAZON DIGIT	-4,99	Loisirs:Service Numérique		R	
2024-01-20	TABAC PRESSE	-12,5	Junk:Tabac		R	
2024-01-20	NATIONALE DISTRI	-21,05	Non attribué		R	
2024-01-21	TABAC PRESSE	-12,5	Junk:Tabac		R	
2024-01-21	CANAL SAT	-2,99	Loisirs:Service Numérique		R	
2024-01-21	ATM	-40	Retrait despèces		R	
2024-01-22	TABAC PRESSE	-17,4	Junk:Tabac		R	
2024-01-22	APPLE	-2,99	Loisirs:Service Numérique		R	
2024-01-23	TABAC PRESSE	-12,5	Junk:Tabac		R	
2024-01-23	FREE MOBILE	-35,98	Logement:Frais généraux:Téléphone mobile		R	
2024-01-25	CARREFOUR	-5,03	Alimentation:Supermarché		R	
2024-01-25	CARREFOUR	-24,82	Alimentation:Supermarché		R	
2024-01-25	CIC	-550	Retrait despèces		R	
2024-01-25	STE PHARDEX	2704,73	Revenus du travail:Salaire brut:Salaire net		R	
2024-01-26	BOULANGERIE THIE	-9,6	Alimentation:Boulangerie		R	
2024-01-26	CARREFOUR	-12,55	Alimentation:Supermarché		R	
2024-01-26	CARREFOUR	-16,72	Alimentation:Supermarché		R	
2024-01-26	FRANPRIX	-16,15	Alimentation:Supermarché		R	
2024-01-26	TABAC PRESSE	-27,6	Junk:Tabac		R	
2024-01-26	UBER	3,06	Pending:Pending VTC-Taxi		R	
2024-01-26	UBER	-10,26	Transport:VTC-Taxi		R	
2024-01-26	UBER	-10,26	Transport:VTC-Taxi		R	
2024-01-27	CARREFOUR	-16,24	Alimentation:Supermarché		R	
2024-01-27	CARREFOUR	-12,16	Alimentation:Supermarché		R	
2024-01-27	TABAC PRESSE	-12,5	Junk:Tabac		R	
2024-01-27	AMAZON	-56,38	Logement:Equipement		R	
2024-01-27	DISNEY PLUS	-11,99	Loisirs:Service Numérique		R	
2024-01-27	ATM	-20	Retrait despèces		R	
2024-01-27	ATM	-80	Retrait despèces		R	
2024-01-27	CMNE DE BOULOGNE	-5,8	Retrait despèces		R	
2024-01-27	PHARMACIE TRAPEZE	-17,8	Santé:Paharmacie		R	
2024-01-28	CARREFOUR	-16,4	Alimentation:Supermarché		R	
2024-01-28	CARREFOUR	-17,32	Alimentation:Supermarché		R	
2024-01-28	SYLVIE SANCTORUM	-125	Dettes personnelles		R	
2024-01-28	AMMONITIA	-1194,34	Logement:Loyer		R	
2024-01-29	BOULANGERIE THIE	-5,8	Alimentation:Boulangerie		R	
2024-01-29	FRANPRIX	-27,1	Alimentation:Supermarché		R	
2024-01-29	PHARMACIE TRAPEZE	-4,9	Santé:Paharmacie		R	
2024-01-29	UBER	-9,25	Transport:VTC-Taxi		R	
2024-01-30	CARREFOUR	-25,15	Alimentation:Supermarché		R	
2024-01-30	FRANPRIX	-13,4	Alimentation:Supermarché		R	
2024-01-30	UBER	-0,39	Transport:VTC-Taxi		R	
2024-01-31	CARREFOUR	-24,01	Alimentation:Supermarché		R	
2024-01-31	LYDIA	-9,9	Frais bancaires		R	
2024-02-01	CARREFOUR	-20,58	Alimentation:Supermarché		R	
2024-02-02	CARREFOUR	-33,25	Alimentation:Supermarché		R	
2024-02-02	NATIONALE DISTRI	-23,45	Non attribué		R	
2024-02-03	CARREFOUR	-30,14	Alimentation:Supermarché		R	
2024-02-04	CARREFOUR	-18,49	Alimentation:Supermarché		R	
2024-02-05	CARREFOUR	-16,53	Alimentation:Supermarché		R	
2024-02-05	TABAC PRESSE	-29,4	Junk:Tabac		R	
2024-02-06	CARREFOUR	-13,73	Alimentation:Supermarché		R	
2024-02-06	CARREFOUR	-8,7	Alimentation:Supermarché		R	
2024-02-06	FREE HAUTDEBIT	-82,44	Logement:Frais généraux:Internet-TV-Téléphone		R	
2024-02-06	MEDIUM	-4,66	Loisirs:Service Numérique		R	
2024-02-08	CARREFOUR	-15,09	Alimentation:Supermarché		R	
2024-02-08	MR OU MME BONNEFOY	100	Dettes personnelles		R	
2024-02-08	TABAC PRESSE	-12,5	Junk:Tabac		R	
2024-02-08	DOCTOLIB	25	Pending:Pënding Doctolib		R	
2024-02-08	DOCTOLIB	-60	Santé :Pending doctolib		R	
2024-02-09	HEROKU	-11,17	Loisirs:Service Numérique		R	
2024-02-10	FRANPRIX	-16,75	Alimentation:Supermarché		R	
2024-02-10	TABAC PRESSE	-12,5	Junk:Tabac		R	
2024-02-12	CARREFOUR	-13,53	Alimentation:Supermarché		R	
2024-02-12	MME MERCIER CELINE	38	Dettes personnelles		R	
2024-02-12	MR OU MME BONNEFOY	60	Dettes personnelles		R	
2024-02-12	DOCTOLIB	30	Pending:Pënding Doctolib		R	
2024-02-12	DOCTOLIB	-65	Santé :Pending doctolib		R	
2024-02-13	BOULANGERIE THIE	-5,8	Alimentation:Boulangerie		R	
2024-02-13	CARREFOUR	-11,29	Alimentation:Supermarché		R	
2024-02-13	CARREFOUR	-14,73	Alimentation:Supermarché		R	
2024-02-13	TABAC PRESSE	-15,7	Junk:Tabac		R	
2024-02-13	JETBRAINS	-7,08	Loisirs:Service Numérique		R	
2024-02-13	COCORICO	6	Remboursements divers:Retour marchandise		R	
2024-02-14	CARREFOUR	-13,8	Alimentation:Supermarché		R	
2024-02-15	TABAC PRESSE	-12,5	Junk:Tabac		R	
2024-02-18	CARREFOUR	-6,81	Alimentation:Supermarché		R	
2024-02-18	MME MERCIER CELINE	20	Dettes personnelles		R	
2024-02-18	TABAC PRESSE	-12,5	Junk:Tabac		R	
2024-02-19	CARREFOUR	-0,58	Alimentation:Supermarché		R	
2024-02-20	CARREFOUR	-8,62	Alimentation:Supermarché		R	
2024-02-20	TABAC PRESSE	-29,4	Junk:Tabac		R	
2024-02-20	CIC	-490	Retrait despèces		R	
2024-02-20	SUMERIA	0,43	Revenus divers:Intérêts compte bancaire		R	
2024-02-20	PHARDEX	591,99	Revenus du travail:Remboursements de frais		R	
2024-02-21	CARREFOUR	-31,09	Alimentation:Supermarché		R	
2024-02-22	APPLE	-2,99	Loisirs:Service Numérique		R	
2024-02-23	MONOPRIX	-17	Alimentation:Supermarché		R	
2024-02-23	ATM	-140	Retrait despèces		R	
2024-02-23	STE PHARDEX	3330,49	Revenus du travail:Salaire brut:Salaire net		R	
2024-02-23	PHARMACIE TRAPEZE	-17,8	Santé:Paharmacie		R	
2024-02-24	CARREFOUR	-15,89	Alimentation:Supermarché		R	
2024-02-24	PHARMACIE TRAPEZE	-8,9	Santé:Paharmacie		R	
2024-02-25	CARREFOUR	-12,82	Alimentation:Supermarché		R	
2024-02-25	TABAC PRESSE	-12,5	Junk:Tabac		R	
2024-02-25	LA SOCIETE GENERALE	-40	Retrait despèces		R	
2024-02-26	CARREFOUR	-21,69	Alimentation:Supermarché		R	
2024-02-26	DEEPL	-29,99	Loisirs:Service Numérique		R	
2024-02-26	CIC	-300	Retrait despèces		R	
2024-02-27	BOULANGERIE THIE	-5,8	Alimentation:Boulangerie		R	
2024-02-27	CARREFOUR	-25,02	Alimentation:Supermarché		R	
2024-02-27	FREE MOBILE	-35,98	Logement:Frais généraux:Téléphone mobile		R	
2024-02-27	DISNEY PLUS	-11,99	Loisirs:Service Numérique		R	
2024-02-27	LA SOCIETE GENERALE	-130	Retrait despèces		R	
2024-02-27	DENTAIRE D ISSY	-23	Santé:Dentiste		R	
2024-02-28	CARREFOUR	-23,85	Alimentation:Supermarché		R	
2024-02-28	LYDIA	-1,5	Frais bancaires		R	
2024-02-28	TABAC PRESSE	-20,1	Junk:Tabac		R	
2024-02-29	CARREFOUR	-20,36	Alimentation:Supermarché		R	
2024-02-29	FRANPRIX	-14,1	Alimentation:Supermarché		R	
2024-02-29	LYDIA	-9,9	Frais bancaires		R	
2024-02-29	PHARMACIE TRAPEZE	-15	Santé:Paharmacie		R	
2024-03-01	CARREFOUR	-13,59	Alimentation:Supermarché		R	
2024-03-01	CARREFOUR	-13,36	Alimentation:Supermarché		R	
2024-03-01	AMAZON	-41,52	Logement:Equipement		R	
2024-03-02	CARREFOUR	-16,13	Alimentation:Supermarché		R	
2024-03-03	FRANPRIX	-25,3	Alimentation:Supermarché		R	
2024-03-04	CARREFOUR	-15,74	Alimentation:Supermarché		R	
2024-03-04	CARREFOUR	-21,61	Alimentation:Supermarché		R	
2024-03-04	MY-FURNITURE	-250	Junk:T		R	
2024-03-04	PRIVATEINTERNETACCESS	-37,19	Loisirs:Service Numérique		R	
2024-03-05	BOULANGERIE THIE	-5,8	Alimentation:Boulangerie		R	
2024-03-05	SYLVIE SANCTORUM	-150	Dettes personnelles		R	
2024-03-05	RM DISTRI	-15,85	Non attribué		R	
2024-03-05	DENTAIRE D ISSY	-146,57	Santé:Dentiste		R	
2024-03-06	BOULANGERIE THIE	-5,8	Alimentation:Boulangerie		R	
2024-03-06	CARREFOUR	-17,56	Alimentation:Supermarché		R	
2024-03-06	CARREFOUR	-14,16	Alimentation:Supermarché		R	
2024-03-06	FREE HAUTDEBIT	-54,49	Logement:Frais généraux:Internet-TV-Téléphone		R	
2024-03-06	AMMONITIA	-1177,34	Logement:Loyer		R	
2024-03-06	ATM	-50	Retrait despèces		R	
2024-03-06	LA SOCIETE GENERALE	-30	Retrait despèces		R	
2024-03-07	CARREFOUR	-18,37	Alimentation:Supermarché		R	
2024-03-07	CPAM HAUTS DE SEINE SEPA	6,3	Allocations et Sécurité sociale:Remboursement de frais de santé		R	
2024-03-08	CARREFOUR	-14,39	Alimentation:Supermarché		R	
2024-03-08	CARREFOUR	-14,72	Alimentation:Supermarché		R	
2024-03-08	HEROKU	-11,04	Loisirs:Service Numérique		R	
2024-03-08	PHARMACIE TRAPEZE	-5,14	Santé:Paharmacie		R	
2024-03-09	CARREFOUR	-19,99	Alimentation:Supermarché		R	
2024-03-10	CARREFOUR	-10,67	Alimentation:Supermarché		R	
2024-03-10	CARREFOUR	-17,22	Alimentation:Supermarché		R	
2024-03-11	LA SOCIETE GENERALE	-150	Retrait despèces		R	
2024-03-12	CARREFOUR	-13,79	Alimentation:Supermarché		R	
2024-03-12	CARREFOUR	-8,93	Alimentation:Supermarché		R	
2024-03-12	CARREFOUR	-12,22	Alimentation:Supermarché		R	
2024-03-13	CARREFOUR	-12,8	Alimentation:Supermarché		R	
2024-03-15	CARREFOUR	-28,47	Alimentation:Supermarché		R	
2024-03-15	CPAM HAUTS DE SEINE SEPA	87,94	Allocations et Sécurité sociale:Indemnités Journalières		R	
2024-03-15	TABAC PRESSE	-24,4	Junk:Tabac		R	
2024-03-15	PHARDEX	391,25	Revenus du travail:Remboursements de frais		R	
2024-03-16	CARREFOUR	-16,52	Alimentation:Supermarché		R	
2024-03-16	CASHBACK SUMERIA	2,18	Cashback		R	
2024-03-16	JETBRAINS	-7,08	Loisirs:Service Numérique		R	
2024-03-17	CARREFOUR	-21,8	Alimentation:Supermarché		R	
2024-03-17	CARREFOUR	-13	Alimentation:Supermarché		R	
2024-03-17	AMAZON DIGIT	-3,99	Loisirs:Service Numérique		R	
2024-03-18	CARREFOUR	-15,16	Alimentation:Supermarché		R	
2024-03-18	CARREFOUR	-14,07	Alimentation:Supermarché		R	
2024-03-19	CARREFOUR	-11,27	Alimentation:Supermarché		R	
2024-03-19	CARREFOUR	-15,91	Alimentation:Supermarché		R	
2024-03-21	CARREFOUR	-31,38	Alimentation:Supermarché		R	
2024-03-21	ATM	-60	Retrait despèces		R	
2024-03-22	CARREFOUR	-27,98	Alimentation:Supermarché		R	
2024-03-22	CARREFOUR	-15,57	Alimentation:Supermarché		R	
2024-03-22	AMAZON DIGIT	-4,99	Loisirs:Service Numérique		R	
2024-03-22	APPLE	-2,99	Loisirs:Service Numérique		R	
2024-03-23	CARREFOUR	-9,13	Alimentation:Supermarché		R	
2024-03-23	CARREFOUR	-16,5	Alimentation:Supermarché		R	
2024-03-23	CIC	-70	Retrait despèces		R	
2024-03-24	CARREFOUR	-13,6	Alimentation:Supermarché		R	
2024-03-24	FRANPRIX	-14,39	Alimentation:Supermarché		R	
2024-03-24	TABAC PRESSE	-16,9	Junk:Tabac		R	
2024-03-25	CARREFOUR	-14,59	Alimentation:Supermarché		R	
2024-03-25	FRANPRIX	-30,5	Alimentation:Supermarché		R	
2024-03-25	TABAC PRESSE	-19,5	Junk:Tabac		R	
2024-03-25	SUMERIA	0,81	Revenus divers:Intérêts compte bancaire		R	
2024-03-25	STE PHARDEX	1512,36	Revenus du travail:Salaire brut:Salaire net		R	
2024-03-26	CARREFOUR	-24	Alimentation:Supermarché		R	
2024-03-26	CARREFOUR	-16,54	Alimentation:Supermarché		R	
2024-03-26	TABAC PRESSE	-12,5	Junk:Tabac		R	
2024-03-26	DEEPL	-29,99	Loisirs:Service Numérique		R	
2024-03-26	SA SUED	-38,97	Loisirs:Service Numérique		R	
2024-03-26	DOCTOLIB	30	Pending:Pënding Doctolib		R	
2024-03-26	ATM	-230	Retrait despèces		R	
2024-03-26	DOCTOLIB	-65	Santé :Pending doctolib		R	
2024-03-27	FRANPRIX	-29,64	Alimentation:Supermarché		R	
2024-03-27	INDIGO	-1,3	Automobile:Stationnement		R	
2024-03-27	TABAC PRESSE	-15,7	Junk:Tabac		R	
2024-03-27	FREE MOBILE	-35,98	Logement:Frais généraux:Téléphone mobile		R	
2024-03-27	APPLE	-12,99	Loisirs:Service Numérique		R	
2024-03-27	DISNEY PLUS	-11,99	Loisirs:Service Numérique		R	
2024-03-27	ATM	-40	Retrait despèces		R	
2024-03-27	PHARMACIE REPUBLIQUE	-41,32	Santé:Paharmacie		R	
2024-03-27	PHARMACIE REPUBLIQUE	-23,98	Santé:Paharmacie		R	
2024-03-28	CARREFOUR	-25,12	Alimentation:Supermarché		R	
2024-03-28	LYDIA	-1	Frais bancaires		R	
2024-03-28	MY-FURNITURE	-395	Junk:T		R	
2024-03-28	UBER	-17,24	Transport:VTC-Taxi		R	
2024-03-29	CARREFOUR	-29,68	Alimentation:Supermarché		R	
2024-03-29	FRANPRIX	-14,16	Alimentation:Supermarché		R	
2024-03-29	TABAC PRESSE	-19,5	Junk:Tabac		R	
2024-03-29	DOCTEUR SOTIROPOULOS	-51,92	Santé:Dentiste		R	
2024-03-29	UBER	-0,37	Transport:VTC-Taxi		R	
2024-03-30	BOULANGERIE THIE	-5,8	Alimentation:Boulangerie		R	
2024-03-30	CARREFOUR	-12,46	Alimentation:Supermarché		R	
2024-03-30	CARREFOUR	-24,25	Alimentation:Supermarché		R	
2024-03-30	TABAC PRESSE	-19,4	Junk:Tabac		R	
2024-03-30	CIC	-50	Retrait despèces		R	
2024-03-31	CARREFOUR	-14,16	Alimentation:Supermarché		R	
2024-03-31	LYDIA	-9,9	Frais bancaires		R	
2024-03-31	LYDIA	-1	Frais bancaires		R	
2024-04-01	BOULANGERIE THIE	-5,8	Alimentation:Boulangerie		R	
2024-04-01	CARREFOUR	-12,36	Alimentation:Supermarché		R	
2024-04-01	VINCI	-5	Automobile:Stationnement		R	
